Symbol,Company Name,Market Cap,Div. ($),Div. Yield,Payout Ratio,Div. Growth,Payout Freq.,Years,Div. Growth 3Y,Div. Growth 5Y,Category,fiveYearAvgDivdendYield,Trainling_5Y_avg_dividend_yield,Trainling_5Y_min_dividend_yield,Trainling_5Y_max_dividend_yield,Trainling_10Y_avg_dividend_yield,Trainling_10Y_min_dividend_yield,Trainling_10Y_max_dividend_yield,Sector,Industry,FCF_Dividend_Ratio,Debt_to_Equity,ROE,Five_y_DividendYield_diff,Ten_y_DividendYield_diff
WST,"West Pharmaceutical Services, Inc.",19.90B,0.88,0.0032,0.1274,0.048799999999999996,Quarterly,33.0,0.051399999999999994,0.054400000000000004,Aristocrat,0.0024,0.0024953823972555366,0.001467315249634838,0.004423518778538803,0.003956109428379197,0.001467315249634838,0.009119120036085384,Healthcare,Medical Instruments & Supplies,3.97,9.93,16.95,0.33333333333333354,-0.19112449796136502
CTRA,Coterra Energy Inc.,19.56B,0.88,0.034300000000000004,0.40619999999999995,0.047599999999999996,Quarterly,,-0.2939,0.17079999999999998,SCHD,0.0452,0.05437130841314444,0.024573684872657417,0.13236838284953262,0.03496121255328411,0.004141583301208931,0.13236838284953262,Energy,Oil & Gas E&P,1.42,27.96,11.85,-0.24115044247787595,-0.018912746583842264
CHRW,"C.H. Robinson Worldwide, Inc.",19.49B,2.52,0.015300000000000001,0.5045000000000001,0.012199999999999999,Quarterly,27.0,0.032799999999999996,0.0407,Aristocrat,0.0236,0.02549059947667803,0.015138771466780603,0.037430436404850595,0.02684586209230692,0.015138771466780603,0.0388586054307929,Industrials,Integrated Freight & Logistics,2.49,80.9,34.32,-0.35169491525423724,-0.4300797662078268
AMCR,Amcor plc,19.05B,0.52,0.063,1.598,0.0199,Quarterly,6.0,0.018600000000000002,0.0196,Aristocrat+SCHD,0.0466,0.05181756788657619,0.04119120103569604,0.06547314434281201,0.07350786650112522,0.04119120103569604,0.14553445770494977,Consumer Cyclical,Packaging & Containers,0.34,134.68,7.47,0.35193133047210295,-0.1429488706622218
PKG,Packaging Corporation of America,18.53B,5.00,0.0241,0.505,,Quarterly,,0.0172,0.0821,SCHD,0.0284,0.031899543470047885,0.020714053266370033,0.04920436697766516,0.03439555052881498,0.020714053266370033,0.06552874715912126,Consumer Cyclical,Packaging & Containers,0.82,91.62,19.81,-0.1514084507042254,-0.299327976163366
MKC,"McCormick & Company, Incorporated",18.49B,1.92,0.0279,0.6354,0.0702,Quarterly,38.0,0.06849999999999999,0.0758,Aristocrat,0.0193,0.020989492365094294,0.014452406705846826,0.028436019300078375,0.020206311604212733,0.013106962172057361,0.028436019300078375,Consumer Defensive,Packaged Foods,0.99,75.36,13.85,0.44559585492227977,0.3807566935760429
SNA,Snap-on Incorporated,18.36B,9.76,0.0276,0.4648,0.1477,Quarterly,15.0,0.13369999999999999,0.1391,SCHD,0.0243,0.027243078315198684,0.02124862028692454,0.033563422412934335,0.026686472284380484,0.01780682160477364,0.05260845788367274,Industrials,Tools & Accessories,1.38,22.27,18.33,0.13580246913580252,0.03423186496456487
ALB,Albemarle Corporation,17.48B,1.62,0.0109,,0.0062,Quarterly,30.0,0.0084,0.0102,Aristocrat,0.0119,0.012300694225980279,0.005085449919946566,0.032394891339080974,0.015060748481010465,0.005085449919946566,0.03246410227377999,Basic Materials,Specialty Chemicals,-0.81,36.66,0.21,-0.08403361344537821,-0.27626438926701397
GPC,Genuine Parts Company,17.46B,4.12,0.032799999999999996,0.7095,0.03,Quarterly,69.0,0.0479,0.0545,Aristocrat+King,0.0269,0.029345999726390615,0.020831916829626748,0.0399636105535907,0.033534127625065684,0.020831916829626748,0.07390640298189738,Consumer Cyclical,Auto Parts,0.45,133.16,16.99,0.21933085501858718,-0.021891955361825217
ESS,"Essex Property Trust, Inc.",17.41B,10.28,0.0394,0.7818999999999999,0.049,Quarterly,1.0,0.053200000000000004,0.0435,Aristocrat,0.0342,0.03776957994305244,0.026931091760205365,0.0498338689000438,0.03764092771472633,0.026931091760205365,0.053128298737477445,Real Estate,REIT - Residential,1.43,115.14,15.99,0.15204678362573087,0.04673296839560787
PNR,Pentair plc,17.24B,1.08,0.0103,0.2544,0.087,Quarterly,48.0,0.0557,0.0537,Aristocrat,0.0126,0.013320186051369243,0.008509713506788048,0.022343019663192114,0.0180003207477906,0.008509713506788048,0.03610159434406327,Industrials,Specialty Industrial Machinery,3.75,44.76,17.97,-0.18253968253968253,-0.427787974207946
EWBC,"East West Bancorp, Inc.",15.88B,2.40,0.0208,0.2646,0.0909,Quarterly,7.0,0.12619999999999998,0.1575,SCHD,0.0233,0.02625312595237586,0.016210802314364035,0.049682074745532066,0.025316513663606613,0.013151912392160724,0.05594241058108183,Financial Services,Banks - Regional,0.0,0.0,15.53,-0.10729613733905588,-0.17840188122345071
FNF,"Fidelity National Financial, Inc.",14.91B,2.08,0.0378,0.9526,1.1076000000000001,Quarterly,13.0,0.32189999999999996,0.2481,SCHD,0.0372,0.04254937513040048,0.030852925854689822,0.06219829576415722,0.04097039481828996,0.024103424210253077,0.07744735402907507,Financial Services,Insurance - Specialty,1.22,51.18,13.96,0.016129032258064606,-0.07738257911233583
ERIE,Erie Indemnity Company,14.86B,5.85,0.0206,0.4486,0.0708,Quarterly,35.0,0.0713,0.025699999999999997,Aristocrat,0.0175,0.01882708300675756,0.009525484750553715,0.03616080317858183,0.023881613288788565,0.009525484750553715,0.040332047629154044,Financial Services,Insurance Brokers,1.59,2.35,30.44,0.17714285714285705,-0.13741170871103367
BBY,"Best Buy Co., Inc.",14.61B,3.80,0.0545,1.2573999999999999,0.0106,Quarterly,20.0,0.0258,0.1155,SCHD,0.0402,0.04672173073391909,0.022555323660052563,0.0703940061435841,0.04300306295585015,0.022253592343659853,0.13647738062582612,Consumer Cyclical,Specialty Retail,1.44,154.54,22.49,0.35572139303482586,0.2673515850708909
LYB,LyondellBasell Industries N.V.,13.80B,5.48,0.1278,,0.0342,Quarterly,1.0,-0.1804,0.0535,SCHD,0.058,0.0838644622440844,0.04962374011011284,0.38458292581460124,0.07762401654755685,0.04814090067486748,0.38458292581460124,Basic Materials,Specialty Chemicals,0.48,124.32,-10.58,1.2034482758620688,0.6463976702584374
NDSN,Nordson Corporation,13.59B,3.28,0.013500000000000002,0.376,0.4286,Quarterly,62.0,0.11320000000000001,0.1575,Aristocrat+King,0.0104,0.011371028469122841,0.007137308287589037,0.01882793888203809,0.011125340266168494,0.007137308287589037,0.019862531943572525,Industrials,Specialty Industrial Machinery,2.99,68.75,16.21,0.2980769230769233,0.2134460319431944
RPM,RPM International Inc.,13.56B,2.16,0.020499999999999997,0.3865,0.09519999999999999,Quarterly,52.0,0.08070000000000001,0.0694,King,0.0172,0.01849150900192008,0.014086647675169229,0.022674904149520263,0.022137884798823844,0.014086647675169229,0.035828527809725556,Basic Materials,Specialty Chemicals,1.42,98.47,24.16,0.1918604651162789,-0.07398560493506882
HRL,Hormel Foods Corporation,13.40B,1.17,0.0481,1.3375,0.022000000000000002,Quarterly,59.0,0.0329,0.0429,Aristocrat+King,0.0292,0.03192743791624969,0.021305678257795262,0.05448567168233338,0.027411993955163392,0.01584616434556201,0.05448567168233338,Consumer Defensive,Packaged Foods,0.45,38.22,6.0,0.6472602739726027,0.7547063551332704
UNM,Unum Group,13.23B,1.84,0.0233,0.34009999999999996,0.121,Quarterly,16.0,0.1091,0.0907,SCHD,0.0319,0.03540098463861879,0.020506306127270595,0.06309507167928118,0.03809654096082441,0.020506306127270595,0.1365858759628841,Financial Services,Insurance - Life,-9.32,36.71,8.35,-0.2695924764890281,-0.38839591699519516
WSO,"Watsco, Inc.",13.19B,12.00,0.0345,0.9089,0.109,Quarterly,11.0,0.0894,0.1051,SCHD,0.0266,0.029571548155821532,0.019490058425940572,0.042718759863194324,0.03538415740696585,0.019490058425940572,0.05737998240420023,Industrials,Industrial Distribution,0.89,13.86,19.05,0.2969924812030077,-0.024987380561216587
CNA,CNA Financial Corporation,12.96B,3.84,0.0802,1.0493999999999999,0.0213,Quarterly,1.0,0.1084,0.11380000000000001,SCHD,0.0372,0.08460044179384775,0.03704645213228898,0.2854551928287927,0.10844801561351704,0.03408197960052899,0.6275493654340819,Financial Services,Insurance - Property & Casualty,4.58,30.65,9.03,1.1559139784946237,-0.2604751728624179
BEN,"Franklin Resources, Inc.",12.61B,1.32,0.0546,1.4176,0.032,Quarterly,45.0,0.0331,0.034300000000000004,Aristocrat,0.047,0.053338546795679835,0.036324249423775705,0.07897367087862785,0.06061666193301916,0.02579646502107727,0.5651671714162184,Financial Services,Asset Management,1.0,23.7,3.82,0.16170212765957453,-0.09925755957442046
BF.B,Brown-Forman Corporation,12.46B,0.92,0.0344,0.5325,0.0348,Quarterly,52.0,0.057,0.0533,Aristocrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
CF,"CF Industries Holdings, Inc.",12.10B,2.00,0.0258,0.2418,,Quarterly,3.0,0.07719999999999999,0.1076,SCHD,0.021,0.022917180960593888,0.011834182225297018,0.03694729739332248,0.03252579527664569,0.011834182225297018,0.07292672050712795,Basic Materials,Agricultural Inputs,4.37,44.13,21.97,0.2285714285714285,-0.20678342280150097
CLX,The Clorox Company,11.98B,4.96,0.050499999999999996,0.774,0.0165,Quarterly,48.0,0.0167,0.0239,Aristocrat,0.0316,0.03472114157517964,0.023279407769236607,0.05090834429296937,0.03286932021444223,0.021755884493142894,0.05090834429296937,Consumer Defensive,Household & Personal Products,1.42,2230.43,443.65,0.5981012658227846,0.5363871132878234
SWK,"Stanley Black & Decker, Inc.",11.60B,3.32,0.0443,1.1391,0.0123,Quarterly,58.0,0.0124,0.0349,Aristocrat+King,0.0321,0.035438318877094414,0.014906393133243564,0.060859253932380675,0.029297179214269525,0.014906393133243564,0.060859253932380675,Industrials,Tools & Accessories,0.96,78.54,4.92,0.38006230529595025,0.5120909653453319
AFG,"American Financial Group, Inc.",11.52B,3.52,0.0255,0.7644,-0.228,Quarterly,1.0,-0.203,0.16449999999999998,SCHD,0.0196,0.06855815750870281,0.019734784738867122,0.6926638442468148,0.0596492078057508,0.019734784738867122,0.6926638442468148,Financial Services,Insurance - Property & Casualty,0.89,43.32,16.91,0.30102040816326525,-0.5725006091775533
CMA,Comerica Incorporated,11.31B,2.84,0.0321,0.5432,,Quarterly,,0.014499999999999999,0.0087,SCHD,0.045,0.05105478993866777,0.03185046819813005,0.10478832163637167,0.04650225294656834,0.016750690053915687,0.1379417662048983,Financial Services,Banks - Regional,0.0,0.0,9.69,-0.28666666666666674,-0.3097108641836495
FDS,FactSet Research Systems Inc.,10.86B,4.40,0.0152,0.2761,0.058499999999999996,Quarterly,26.0,0.0754,0.0745,Aristocrat,0.0091,0.009588735759295275,0.006972032481087511,0.017417856676024378,0.010896122988114097,0.006972032481087511,0.017417856676024378,Financial Services,Financial Data & Stock Exchanges,3.29,71.96,28.83,0.6703296703296703,0.39499159623847263
SJM,The J. M. Smucker Company,10.59B,4.40,0.0444,,0.0187,Quarterly,29.0,0.024900000000000002,0.04019999999999999,Aristocrat,0.0325,0.03594816500117057,0.027923670858381718,0.04667955958741225,0.03541085911539567,0.02296982632349864,0.04667955958741225,Consumer Defensive,Packaged Foods,0.69,131.36,-17.44,0.36615384615384616,0.2538526629729834
OVV,Ovintiv Inc.,9.64B,1.20,0.0315,1.3324,,Quarterly,6.0,0.081,0.2619,SCHD,0.022,0.02489376298278728,0.012745317201605905,0.0393456967801718,0.02341037871710106,0.0051532231922564835,0.20498666999000556,Energy,Oil & Gas E&P,-3.04,62.82,2.26,0.43181818181818193,0.34555704461925457
SWKS,"Skyworks Solutions, Inc.",9.59B,2.84,0.044000000000000004,0.9156,0.0217,Quarterly,11.0,0.052300000000000006,0.07769999999999999,SCHD,0.0242,0.02678114357396472,0.0113686216951313,0.058686978135917806,0.022496869952140022,0.0113686216951313,0.058686978135917806,Technology,Semiconductors,2.48,20.9,7.89,0.8181818181818185,0.9558276370715514
AOS,A. O. Smith Corporation,9.46B,1.44,0.0212,0.3725,0.061500000000000006,Quarterly,32.0,0.0596,0.0665,Aristocrat,0.0172,0.01836968461535453,0.014037293522161522,0.024491127718922496,0.01750767249890622,0.009524111792862113,0.030693596463101137,Industrials,Specialty Industrial Machinery,2.9,12.06,28.21,0.23255813953488372,0.21089767936454462
ALV,"Autoliv, Inc.",9.11B,3.40,0.028399999999999998,0.322,0.1387,Quarterly,4.0,0.06269999999999999,0.3815,SCHD,0.0248,0.029996994733903864,0.021812702492729322,0.041882632156108345,0.030677618577842087,0.018628460774195325,0.07005082510932156,Consumer Cyclical,Auto Parts,1.62,85.58,31.01,0.1451612903225806,-0.07424365656228522
FRT,Federal Realty Investment Trust,8.88B,4.52,0.044199999999999996,1.1304,0.0183,Quarterly,58.0,0.0123,0.0111,Aristocrat+King,0.0414,0.046058283990034504,0.03609006056181509,0.06276709049730368,0.04532611443051595,0.031442257290856944,0.08069223522013823,Real Estate,REIT - Retail,1.05,138.76,10.52,0.06763285024154582,-0.02484471578172149
APA,APA Corporation,8.64B,1.00,0.041100000000000005,0.24059999999999998,,Quarterly,,0.10060000000000001,0.5849,SCHD,0.0244,0.027758140179362664,0.004141488753542919,0.07425338446260167,0.030141832119290793,0.004141488753542919,0.2861311231476672,Energy,Oil & Gas E&P,8.94,66.89,27.43,0.6844262295081968,0.36355347735136434
COLB,"Columbia Banking System, Inc.",8.56B,1.44,0.050300000000000004,0.6579,0.0069,Quarterly,2.0,0.009399999999999999,0.005600000000000001,SCHD,0.0,0.05648721708487094,0.02829004570518317,0.09177557773748972,0.05431793526232613,0.02671687148850379,0.12378451180200069,Financial Services,Banks - Regional,0.0,0.0,7.33,0.0,-0.07397069205450614
DINO,HF Sinclair Corporation,8.53B,2.00,0.0432,0.9666,,Quarterly,3.0,0.0662,0.0739,SCHD,0.0336,0.044298611762329104,0.027649092395659765,0.07980102711736888,0.046567683415722365,0.020623908398708223,0.0965867140948351,Energy,Oil & Gas Refining & Marketing,2.46,35.77,4.18,0.28571428571428586,-0.0723180362153328
NFG,National Fuel Gas Company,7.39B,2.14,0.0262,0.3697,0.039599999999999996,Quarterly,55.0,0.037599999999999995,0.0348,King,0.0322,0.03507562897873717,0.022966076056242776,0.051553195048326395,0.03880880884779996,0.022966076056242776,0.06410272388108469,Energy,Oil & Gas Integrated,0.02,92.88,17.45,-0.18633540372670804,-0.3248955384652251
CBSH,"Commerce Bancshares, Inc.",7.37B,1.01,0.0191,0.2661,0.0694,Quarterly,57.0,0.063,0.053899999999999997,King,0.017,0.01808968729269428,0.014154809366471482,0.025931900432124698,0.018636597107896495,0.014154809366471482,0.02678978096395124,Financial Services,Banks - Regional,0.0,0.0,15.6,0.12352941176470573,0.024865209534800526
JHG,Janus Henderson Group plc,7.17B,1.60,0.0336,0.46909999999999996,0.0192,Quarterly,,0.0064,0.02,SCHD,0.0477,0.05413098792678053,0.03358522293238441,0.0924828179733593,0.0,0.0,0.0,Financial Services,Asset Management,2.31,6.96,11.16,-0.2955974842767296,0.0
MSA,MSA Safety Incorporated,6.32B,2.12,0.0131,0.2957,0.05,Quarterly,55.0,0.045,0.0407,King,0.0121,0.012674136850298475,0.009859573849686722,0.017518054844015227,0.016215550109390527,0.009859573849686722,0.0388732306906658,Industrials,Security & Protection Services,2.67,51.78,23.35,0.08264462809917363,-0.19213348226689464
NXST,"Nexstar Media Group, Inc.",6.17B,7.44,0.0366,0.4585,0.10060000000000001,Quarterly,12.0,0.22469999999999998,0.256,SCHD,0.0278,0.032826591678977245,0.017734861211543787,0.05293829408064323,0.028578603344959173,0.01642402275017543,0.057756127193152,Communication Services,Broadcasting,5.3,291.68,21.35,0.31654676258992814,0.2806783997880596
RLI,RLI Corp.,5.99B,2.64,0.0405,0.6884,0.0233,Quarterly,51.0,-0.1315,0.2195,King,0.0084,0.036511844849497134,0.0068428385258912,0.25434897468051104,0.04060728811214492,0.0068428385258912,0.25434897468051104,Financial Services,Insurance - Property & Casualty,6.0,6.05,19.49,3.821428571428572,-0.0026420900565587743
UBSI,"United Bankshares, Inc.",5.54B,1.48,0.0374,0.488,0.0068000000000000005,Quarterly,36.0,0.011399999999999999,0.0125,King,0.0404,0.045219603727410976,0.03592746557044498,0.06080483001420464,0.04898764850418263,0.03592746557044498,0.08605298261385615,Financial Services,Banks - Regional,0.0,0.0,8.26,-0.07425742574257416,-0.2365422480565332
OZK,Bank OZK,5.31B,1.76,0.0373,0.28059999999999996,0.1013,Quarterly,28.0,0.10210000000000001,0.0971,SCHD,0.0318,0.03603548818214176,0.02631740313965028,0.04906367662071189,0.034143980215652826,0.015320467354123637,0.08261499742462375,Financial Services,Banks - Regional,0.0,0.0,12.35,0.17295597484276723,0.09243268548112445
MC,Moelis & Company,5.26B,2.60,0.0366,0.8201999999999999,0.0833,Quarterly,,0.027000000000000003,-0.0894,SCHD,0.0436,0.07698599346160856,0.03077122025872167,0.3016636957372298,0.10296715098553705,0.03077122025872167,0.37396844947921454,Financial Services,Capital Markets,0.0,43.28,51.38,-0.1605504587155963,-0.6445468321723217
BKH,Black Hills Corporation,5.24B,2.70,0.038900000000000004,0.685,0.04,Quarterly,54.0,0.0348,0.0421,King,0.0395,0.04449268327367317,0.03464447120184639,0.057742719250697995,0.04217081317251703,0.031432155426268246,0.057742719250697995,Utilities,Utilities - Regulated Gas,-1.12,113.71,7.92,-0.015189873417721426,-0.07756106478517313
MTN,"Vail Resorts, Inc.",5.00B,8.88,0.0636,1.2265000000000001,,Quarterly,3.0,0.051399999999999994,0.5878,SCHD,0.0223,0.040277253284310484,0.011107568768090562,0.06952804094696824,0.035906508382777605,0.011107568768090562,0.06952804094696824,Consumer Cyclical,Resorts & Casinos,1.09,730.69,46.73,1.852017937219731,0.7712666272643056
RDN,Radian Group Inc.,4.97B,1.02,0.0278,0.2553,0.0408,Quarterly,5.0,0.0733,0.1533,SCHD,0.0297,0.03398618438384891,0.0232471727190512,0.049728127552768585,0.02046485564821331,0.0005521795072082683,0.0618446621868858,Financial Services,Insurance - Specialty,0.59,27.35,12.13,-0.06397306397306406,0.3584263909736928
MSM,"MSC Industrial Direct Co., Inc.",4.86B,3.48,0.04,0.958,0.024,Quarterly,3.0,0.0355,-0.21539999999999998,SCHD,0.0368,0.042514720507600016,0.032860659781323256,0.20676766199415103,0.0534958339899947,0.025984140098949816,0.6406333026863874,Industrials,Industrial Distribution,1.13,38.58,14.14,0.08695652173913047,-0.2522782239925228
MUR,Murphy Oil Corporation,4.49B,1.30,0.041299999999999996,1.3111000000000002,0.0833,Quarterly,3.0,0.11019999999999999,0.21059999999999998,SCHD,0.0294,0.033150237478971174,0.015586594686642223,0.06892767924448542,0.045317616465062084,0.015586594686642223,0.2592649277930897,Energy,Oil & Gas E&P,1.53,42.27,3.4,0.4047619047619047,-0.08865462878347752
IBOC,International Bancshares Corporation,4.28B,1.40,0.0203,0.2071,0.060599999999999994,Semi-Annual,15.0,0.0441,0.049400000000000006,SCHD,0.0249,0.05327957664937611,0.0358881333445621,0.06929706263871852,0.05497690422418042,0.033965816083437926,0.1545596274382649,Financial Services,Banks - Regional,0.0,0.0,14.31,-0.1847389558232932,-0.6307540359634969
FG,"F&G Annuities & Life, Inc.",4.25B,1.00,0.0317,0.2658,0.0706,Quarterly,2.0,,,SCHD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Financial Services,Insurance - Life,0.56,45.57,9.94,0.0,0.0
WHR,Whirlpool Corporation,4.05B,3.60,0.0499,,-0.2429,Quarterly,,-0.0886,0.0158,SCHD,0.0512,0.05691753329856254,0.025200815150390448,0.09657987673619335,0.04894693969437142,0.025200815150390448,0.09831680422755057,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.31,313.13,-5.39,-0.02539062500000005,0.01947129507134789
FHI,"Federated Hermes, Inc.",4.02B,1.36,0.025,0.2785,-0.3982,Quarterly,2.0,0.0719,-0.08560000000000001,SCHD,0.0316,0.04602716403590368,0.02503220972141828,0.22827703481036962,0.056690464730027174,0.02503220972141828,0.29560737570533263,Financial Services,Asset Management,3.28,36.84,32.71,-0.20886075949367092,-0.5590087306735682
SIG,Signet Jewelers Limited,3.54B,1.28,0.0149,0.3738,0.10339999999999999,Quarterly,4.0,0.1696,0.4804,SCHD,0.0436,0.015046658417617566,0.0068904044027051446,0.05973694062699032,0.0335852498439057,0.0068904044027051446,0.26758873004401124,Consumer Cyclical,Luxury Goods,9.21,66.96,8.24,-0.658256880733945,-0.5563528611741526
CATY,Cathay General Bancorp,3.41B,1.36,0.0271,0.3139,,Quarterly,,,0.018600000000000002,SCHD,0.0327,0.03556681689916336,0.026169140855730324,0.05315869626075382,0.03698623803154826,0.024592036972324698,0.08070970528822109,Financial Services,Banks - Regional,0.0,0.0,10.63,-0.17125382262996944,-0.26729504155344397
APAM,Artisan Partners Asset Management Inc.,3.37B,3.63,0.087,0.9795999999999999,0.1487,Quarterly,1.0,0.08779999999999999,0.0138,SCHD,0.0738,0.10396710592647546,0.05655712513650126,0.28932095013531806,0.15365307729903732,0.05655712513650126,0.46219439899351794,Financial Services,Asset Management,0.92,45.05,49.58,0.17886178861788601,-0.43378940708957037
FUL,H.B. Fuller Company,3.27B,0.94,0.0155,0.449,0.063,Quarterly,56.0,0.06860000000000001,0.0737,King,0.0116,0.012271864902230627,0.008663383290188733,0.018648896155295518,0.01323459391635744,0.008663383290188733,0.02722178688440138,Basic Materials,Specialty Chemicals,4.67,113.91,6.06,0.3362068965517242,0.171173070965374
CNS,"Cohen & Steers, Inc.",3.22B,2.48,0.0392,0.7781,0.0508,Quarterly,2.0,0.037599999999999995,-0.0109,SCHD,0.0291,0.039267020572781794,0.020775294115367934,0.1029338696506308,0.062327823412790036,0.020775294115367934,0.4463898214573139,Financial Services,Asset Management,1.49,24.22,31.09,0.3470790378006872,-0.3710674005029361
WU,The Western Union Company,2.97B,0.94,0.1005,0.40549999999999997,,Quarterly,,,0.0087,SCHD,0.071,0.08648222605530523,0.05092047591558928,0.1251842612448936,0.07248749788412122,0.04246060935163077,0.1251842612448936,Financial Services,Credit Services,0.96,280.12,97.7,0.4154929577464791,0.38644597942475095
MGEE,"MGE Energy, Inc.",2.87B,1.90,0.024300000000000002,0.5013000000000001,0.0541,Quarterly,50.0,0.0518,0.0507,King,0.021,0.02243774070148618,0.017072437753300144,0.028737701086510373,0.023428338404363886,0.017072437753300144,0.03260438401698595,Utilities,Utilities - Regulated Electric,-1.27,64.84,10.8,0.15714285714285717,0.037205438157481785
AWR,American States Water Company,2.85B,2.02,0.0275,0.5742,0.08259999999999999,Quarterly,71.0,0.0758,0.0816,King,0.0196,0.02132225337748888,0.015364413322491178,0.028846311096458525,0.02125184190166712,0.014472112366868071,0.02918624743339006,Utilities,Utilities - Regulated Water,-0.72,91.33,13.78,0.403061224489796,0.2940054856065317
RHI,Robert Half Inc.,2.75B,2.36,0.0857,1.5313999999999999,0.11320000000000001,Quarterly,21.0,0.10060000000000001,0.1101,SCHD,0.0283,0.03214062734918971,0.013975841781493768,0.09466530002332739,0.028892893253981457,0.013975841781493768,0.09466530002332739,Industrials,Staffing & Employment Services,0.63,18.72,11.27,2.0282685512367493,1.9661273188066928
BKE,"The Buckle, Inc.",2.74B,4.40,0.0806,1.0769,0.1282,Quarterly,,0.027999999999999997,0.111,SCHD,0.0334,0.16061604532551155,0.022883830150343613,1.014558937917154,0.2157763763645833,0.022883830150343613,1.014558937917154,Consumer Cyclical,Apparel Retail,2.26,73.41,41.26,1.413173652694611,-0.6264651332182193
IPAR,"Interparfums, Inc.",2.73B,3.20,0.0375,0.6244,0.0667,Quarterly,4.0,0.1696,0.6651,SCHD,0.0178,0.022327402289480363,0.010308462688527479,0.040601925905791,0.022273993673350808,0.010308462688527479,0.042042144801336244,Consumer Defensive,Household & Personal Products,0.79,20.81,19.77,1.1067415730337078,0.6835777431716695
TR,"Tootsie Roll Industries, Inc.",2.73B,0.36,0.0096,0.2803,0.03,Quarterly,56.0,0.0271,0.028300000000000002,King,0.0104,0.010794554857455693,0.007844468579023035,0.013086957332117339,0.011039866662831292,0.007844468579023035,0.014058736132950287,Consumer Defensive,Confectioners,5.13,1.54,10.48,-0.07692307692307696,-0.13042428018437896
CVBF,CVB Financial Corp.,2.67B,0.80,0.0409,0.5405,,Quarterly,1.0,0.0128,0.0213,SCHD,0.0392,0.04332348462964703,0.03117132574181721,0.08241986359459755,0.0407307352946352,0.026675966467293356,0.08241986359459755,Financial Services,Banks - Regional,0.0,0.0,9.16,0.04336734693877552,0.004155699722589863
CWT,California Water Service Group,2.58B,1.20,0.0277,0.5415,0.10710000000000001,Quarterly,58.0,0.0708,0.0741,King,0.0194,0.02116171951292353,0.013943704023021069,0.031684573950731744,0.0214931121044755,0.013943704023021069,0.035598684778213444,Utilities,Utilities - Regulated Water,-3.95,89.34,8.15,0.4278350515463917,0.28878497750132903
ABM,ABM Industries Incorporated,2.54B,1.16,0.0275,0.4189,0.1543,Quarterly,58.0,0.10460000000000001,0.0781,King,0.0184,0.019926625302770222,0.015506557129133021,0.02629620351991218,0.02125683162038399,0.015506557129133021,0.04057414722763684,Industrials,Specialty Business Services,0.77,94.84,9.1,0.4945652173913044,0.29370173745127637
FLO,"Flowers Foods, Inc.",2.30B,0.99,0.0911,1.0796999999999999,0.0342,Quarterly,11.0,0.0414,0.0446,SCHD,0.0405,0.04654882697526362,0.03385351487806016,0.09761794059685808,0.04684660245524439,0.03385351487806016,0.09761794059685808,Consumer Defensive,Packaged Foods,0.92,87.61,13.73,1.2493827160493827,0.9446447602477418
BANR,Banner Corporation,2.22B,2.00,0.030699999999999998,0.35340000000000005,0.0104,Quarterly,,0.0253,0.0342,SCHD,0.0325,0.03569163780223278,0.02596310419628021,0.052329597256201496,0.040750140281442325,0.020807780858367136,0.25186487637517074,Financial Services,Banks - Regional,0.0,0.0,10.28,-0.055384615384615477,-0.24662836034503605
NWN,Northwest Natural Holding Company,1.95B,1.97,0.0418,0.7929999999999999,0.0051,Quarterly,70.0,0.004699999999999999,0.0049,King,0.044,0.04913600209231173,0.03986254197169336,0.06040319802065516,0.04562780730835439,0.03179087132297442,0.06040319802065516,Utilities,Utilities - Regulated Gas,-1.64,175.59,7.2,-0.05000000000000002,-0.08389198460679759
OFG,OFG Bancorp,1.85B,1.20,0.0285,0.2727,0.2,Quarterly,4.0,0.1968,0.3378,SCHD,0.0219,0.025428411664449858,0.013769230762015737,0.04097475804273609,0.02512015483745332,0.013409022734953736,0.07701833221122538,Financial Services,Banks - Regional,0.0,0.0,14.82,0.3013698630136987,0.13454714687934338
NWBI,"Northwest Bancshares, Inc.",1.80B,0.80,0.06480000000000001,0.9262,,Quarterly,,,0.0103,SCHD,0.0625,0.07360499851166043,0.0566741355168995,0.09462971306533151,0.07189080230550869,0.051964587350055116,0.11975616511105337,Financial Services,Banks - Regional,0.0,0.0,6.56,0.036800000000000166,-0.0986329555118255
CHCO,City Holding Company,1.79B,3.48,0.027999999999999997,0.3826,0.10300000000000001,Quarterly,14.0,0.0992,0.0771,SCHD,0.0274,0.030111844874551805,0.023824366676679108,0.03909570143618187,0.03375106773731861,0.023824366676679108,0.05485322777578978,Financial Services,Banks - Regional,0.0,0.0,16.57,0.021897810218977968,-0.17039661625162897
FCF,First Commonwealth Financial Corporation,1.78B,0.54,0.031400000000000004,0.3849,0.0388,Quarterly,8.0,0.0368,0.039900000000000005,SCHD,0.0333,0.03687571694447132,0.02769175794926217,0.050180169578277416,0.03804215488503831,0.026005660458078502,0.07577366217667365,Financial Services,Banks - Regional,0.0,0.0,9.71,-0.05705705705705702,-0.1745998591591512
